AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT,agy_typ,agy_typ2
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV63,NV63-NAVAL COMPUTER AND TELECOMMUNICATIONS COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV65,NV65-NAVAL OCEANOGRAPHY COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV69,NV69-NAVAL SECURITY GROUP COMMAND,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV70,"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV72,NV72-NAVAL RESERVE FORCE,Defense,Defense
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV74,NV74-NAVAL SPECIAL WARFARE COMMAND,Defense,Defense
1,Cabinet Level Agencies,ST,ST-DEPARTMENT OF STATE,ST00,ST00-DEPARTMENT OF STATE,Foreign Affairs,Foreign Affairs
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD01,TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,Commerce and Information,Management and Administration
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD02,TD02-U.S. COAST GUARD,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD03,TD03-FEDERAL AVIATION ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD04,TD04-FEDERAL HIGHWAY ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD05,TD05-FEDERAL RAILROAD ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD06,TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD09,TD09-FEDERAL TRANSIT ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD10,TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD11,TD11-RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD12,TD12-OFFICE OF INSPECTOR GENERAL,Commerce and Information,Management and Administration
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD13,TD13-MARITIME ADMINISTRATION,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD15,TD15-SURFACE TRANSPORTATION BOARD,Commerce and Information,Commerce and Information
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR35,TR35-OFFICE OF THRIFT SUPERVISION,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR40,"TR40-BUREAU OF ALCOHOL, TOBACCO AND FIREARMS","Money, Finance, and Banking",Crime and Law
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR91,TR91-DEPARTMENTAL OFFICES,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR93,TR93-INTERNAL REVENUE SERVICE,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR95,TR95-OFFICE OF INSPECTOR GENERAL,"Money, Finance, and Banking",Management and Administration
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRA#,TRAF-U.S. CUSTOMS SERVICE #,"Money, Finance, and Banking",Crime and Law
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAA,TRAA-FINANCIAL MANAGEMENT SERVICE,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAB,TRAB-BUREAU OF THE PUBLIC DEBT,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAC,TRAC-U.S. SECRET SERVICE,"Money, Finance, and Banking",Crime and Law
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAD,TRAD-U.S. MINT,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAF,TRAF-U.S. CUSTOMS SERVICE,"Money, Finance, and Banking",Crime and Law
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAH,TRAH-FEDERAL LAW ENFORCEMENT TRAINING CENTER,"Money, Finance, and Banking",Crime and Law
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAI,TRAI-BUREAU OF ENGRAVING AND PRINTING,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAJ,TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,"Money, Finance, and Banking","Money, Finance, and Banking"
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VA**,VA**-UNSPECIFIED,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAA,VAAA-OFFICE OF THE SECRETARY,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAC,VAAC-BOARD OF CONTRACT APPEALS,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAD,VAAD-BOARD OF VETERANS APPEALS,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAE,VAAE-GENERAL COUNSEL,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAF,VAAF-INSPECTOR GENERAL,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAH,VAAH-OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABA,VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABB,VABB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABC,VABC-DEPUTY ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABD,VABD-DEPUTY ASSISTANT SECRETARY FOR EQUAL EMPLOYMENT OPPORTUNITY,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABE,VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADA,VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADC,VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADD,VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCIAL MANAGEMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADG,VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHA,VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHB,VAHB-DEPUTY ASSISTANT SECRETARY FOR POLICY,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHC,VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAHD,VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,Health and Social Welfare,Commerce and Information
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJA,VAJA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJB,VAJB-DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAJC,VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKA,VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAKB,VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,Health and Social Welfare,Management and Administration
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VALA,VALA-VETERANS BENEFITS ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAPA,VAPA-NATIONAL CEMETERY SYSTEM,Health and Social Welfare,Health and Social Welfare
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VATA,VATA-VETERANS HEALTH ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,AMAG,AMAG-AGENCY FOR INTERNATIONAL DEVELOPMENT,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. INTERNATIONAL DEVELOPMENT COOPERATION AGENCY,AMAG,AMAG-AGENCY FOR INTERNATIONAL DEVELOPMENT,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. INTERNATIONAL DEVELOPMENT COOPERATION AGENCY,AMPC,AMPC-OVERSEAS PRIVATE INVESTMENT CORPORATION,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),AM,AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,AMPC,AMPC-OVERSEAS PRIVATE INVESTMENT CORPORATION,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),EE,EE-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EE00,EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Work and Labor,Work and Labor
2,Large Independent Agencies (1000 or more employees),EM,EM-FEDERAL EMERGENCY MANAGEMENT AGENCY,EM00,EM00-FEDERAL EMERGENCY MANAGEMENT AGENCY,Nature and Resources,Health and Social Welfare
2,Large Independent Agencies (1000 or more employees),EP,EP-ENVIRONMENTAL PROTECTION AGENCY,EP00,EP00-ENVIRONMENTAL PROTECTION AGENCY,Nature and Resources,Nature and Resources
2,Large Independent Agencies (1000 or more employees),FC,FC-FEDERAL COMMUNICATIONS COMMISSION,FC00,FC00-FEDERAL COMMUNICATIONS COMMISSION,Commerce and Information,Commerce and Information
2,Large Independent Agencies (1000 or more employees),FD,FD-FEDERAL DEPOSIT INSURANCE CORPORATION,FD00,FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,"Money, Finance, and Banking","Money, Finance, and Banking"
2,Large Independent Agencies (1000 or more employees),FT,FT-FEDERAL TRADE COMMISSION,FT00,FT00-FEDERAL TRADE COMMISSION,Commerce and Information,Commerce and Information
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS**,GS**-UNSPECIFIED,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS01,GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS03,GS03-PUBLIC BUILDINGS SERVICE,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS04,GS04-OFFICE OF CIVIL RIGHTS,Management and Administration,Crime and Law
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS10,GS10-OFFICE OF ENTERPRISE DEVELOPMENT,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS11,GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS12,GS12-OFFICE OF GENERAL COUNSEL,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS13,GS13-GSA BOARD OF CONTRACT APPEALS,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS14,GS14-OFFICE OF MANAGEMENT AND WORKPLACE PROGRAMS,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS15,GS15-OFFICE OF INSPECTOR GENERAL,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS19,GS19-OFFICE OF COMMUNICATIONS,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS20,GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS22,GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS24,GS24-FEDERAL SUPPLY SERVICE,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS26,"GS26-OFFICE OF POLICY, PLANNING, AND EVALUATION",Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS27,GS27-FEDERAL TECHNOLOGY SERVICE,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),GS,GS-GENERAL SERVICES ADMINISTRATION,GS28,GS28-OFFICE OF THE CHIEF INFORMATION OFFICER,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),IB,IB-U.S. INFORMATION AGENCY,IB00,IB00-U.S. INFORMATION AGENCY,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),IB,IB-INTERNATIONAL COMMUNICATION AGENCY,IB00,IB00-U.S. INFORMATION AGENCY,Foreign Affairs,Foreign Affairs
2,Large Independent Agencies (1000 or more employees),LP,LP-GOVERNMENT PRINTING OFFICE,LP00,LP00-GOVERNMENT PRINTING OFFICE,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),NF,NF-NATIONAL SCIENCE FOUNDATION,NF00,NF00-NATIONAL SCIENCE FOUNDATION,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NL,NL-NATIONAL LABOR RELATIONS BOARD,NL00,NL00-NATIONAL LABOR RELATIONS BOARD,Work and Labor,Work and Labor
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN10,"NN10-HEADQUARTERS, NASA","Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN21,NN21-AMES RESEARCH CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN22,NN22-LEWIS RESEARCH CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN23,NN23-LANGLEY RESEARCH CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN24,NN24-DRYDEN FLIGHT RESEARCH CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN51,NN51-GODDARD SPACE FLIGHT CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN62,NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN64,NN64-JOHN C. STENNIS SPACE CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN72,NN72-LYNDON B. JOHNSON SPACE CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NN,NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NN76,NN76-JOHN F. KENNEDY SPACE CENTER,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),NQ,NQ-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,NQ00,NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),NU,NU-NUCLEAR REGULATORY COMMISSION,NU00,NU00-NUCLEAR REGULATORY COMMISSION,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),OM,OM-OFFICE OF PERSONNEL MANAGEMENT,OM00,OM00-OFFICE OF PERSONNEL MANAGEMENT,Management and Administration,Management and Administration
2,Large Independent Agencies (1000 or more employees),RR,RR-RAILROAD RETIREMENT BOARD,RR00,RR00-RAILROAD RETIREMENT BOARD,Health and Social Welfare,Health and Social Welfare
2,Large Independent Agencies (1000 or more employees),SB,SB-SMALL BUSINESS ADMINISTRATION,SB00,SB00-SMALL BUSINESS ADMINISTRATION,Commerce and Information,Commerce and Information
2,Large Independent Agencies (1000 or more employees),SE,SE-SECURITIES AND EXCHANGE COMMISSION,SE00,SE00-SECURITIES AND EXCHANGE COMMISSION,"Money, Finance, and Banking","Money, Finance, and Banking"
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM01,SM01-NATIONAL GALLERY OF ART,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM02,SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM03,SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),SM,SM-SMITHSONIAN INSTITUTION,SM04,SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,"Research, Arts, and Sciences","Research, Arts, and Sciences"
2,Large Independent Agencies (1000 or more employees),SZ,SZ-SOCIAL SECURITY ADMINISTRATION,SZ00,SZ00-SOCIAL SECURITY ADMINISTRATION,Health and Social Welfare,Health and Social Welfare
3,Medium Independent Agencies (100-999 employees),AD,AD-U.S. ARMS CONTROL AND DISARMAMENT AGENCY,AD00,AD00-U.S. ARMS CONTROL AND DISARMAMENT AGENCY,Defense,Defense
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH01,AH01-NATIONAL ENDOWMENT FOR THE ARTS,"Research, Arts, and Sciences","Research, Arts, and Sciences"
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH02,AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,"Research, Arts, and Sciences","Research, Arts, and Sciences"
3,Medium Independent Agencies (100-999 employees),AH,AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,AH03,AH03-INSTITUTE OF MUSEUM SERVICES,"Research, Arts, and Sciences","Research, Arts, and Sciences"
3,Medium Independent Agencies (100-999 employees),AU,AU-FEDERAL LABOR RELATIONS AUTHORITY,AU00,AU00-FEDERAL LABOR RELATIONS AUTHORITY,Work and Labor,Work and Labor
3,Medium Independent Agencies (100-999 employees),BD,BD-MERIT SYSTEMS PROTECTION BOARD,BD00,BD00-MERIT SYSTEMS PROTECTION BOARD,Work and Labor,Work and Labor
3,Medium Independent Agencies (100-999 employees),BF,BF-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BF00,BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Defense,Defense
3,Medium Independent Agencies (100-999 employees),BG,BG-PENSION BENEFIT GUARANTY CORPORATION,BG00,BG00-PENSION BENEFIT GUARANTY CORPORATION,Health and Social Welfare,Health and Social Welfare
3,Medium Independent Agencies (100-999 employees),BO,BO-OFFICE OF MANAGEMENT AND BUDGET,BO00,BO00-OFFICE OF MANAGEMENT AND BUDGET,Management and Administration,Management and Administration
3,Medium Independent Agencies (100-999 employees),CT,CT-COMMODITY FUTURES TRADING COMMISSION,CT00,CT00-COMMODITY FUTURES TRADING COMMISSION,Commerce and Information,Commerce and Information
3,Medium Independent Agencies (100-999 employees),CU,CU-NATIONAL CREDIT UNION ADMINISTRATION,CU00,CU00-NATIONAL CREDIT UNION ADMINISTRATION,"Money, Finance, and Banking","Money, Finance, and Banking"
3,Medium Independent Agencies (100-999 employees),EB,EB-EXPORT-IMPORT BANK OF THE UNITED STATES,EB00,EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,Commerce and Information,Commerce and Information
3,Medium Independent Agencies (100-999 employees),EC,EC-OFFICE OF ADMINISTRATION,EC00,EC00-OFFICE OF ADMINISTRATION,Management and Administration,Management and Administration
3,Medium Independent Agencies (100-999 employees),FL,FL-FARM CREDIT ADMINISTRATION,FL00,FL00-FARM CREDIT ADMINISTRATION,"Money, Finance, and Banking","Money, Finance, and Banking"
3,Medium Independent Agencies (100-999 employees),FM,FM-FEDERAL MEDIATION AND CONCILIATION SERVICE,FM00,FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,Work and Labor,Work and Labor
3,Medium Independent Agencies (100-999 employees),FY,FY-FEDERAL HOUSING FINANCE BOARD,FY00,FY00-FEDERAL HOUSING FINANCE BOARD,"Money, Finance, and Banking","Money, Finance, and Banking"
3,Medium Independent Agencies (100-999 employees),GW,GW-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,GW00,GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,Foreign Affairs,Foreign Affairs
3,Medium Independent Agencies (100-999 employees),HD,HD-U.S. HOLOCAUST MEMORIAL COUNCIL,HD00,HD00-U.S. HOLOCAUST MEMORIAL COUNCIL,"Research, Arts, and Sciences","Research, Arts, and Sciences"
3,Medium Independent Agencies (100-999 employees),KS,KS-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,KS00,KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Health and Social Welfare,Health and Social Welfare
3,Medium Independent Agencies (100-999 employees),LF,LF-FEDERAL ELECTION COMMISSION,LF00,LF00-FEDERAL ELECTION COMMISSION,Management and Administration,Management and Administration
3,Medium Independent Agencies (100-999 employees),LT,LT-U.S. TAX COURT,LT00,LT00-U.S. TAX COURT,Crime and Law,Crime and Law
3,Medium Independent Agencies (100-999 employees),MC,MC-FEDERAL MARITIME COMMISSION,MC00,MC00-FEDERAL MARITIME COMMISSION,Commerce and Information,Commerce and Information
3,Medium Independent Agencies (100-999 employees),PC,PC-PANAMA CANAL COMPANY,PC00,PC00-PANAMA CANAL COMMISSION,Commerce and Information,Commerce and Information
3,Medium Independent Agencies (100-999 employees),PC,PC-PANAMA CANAL COMMISSION,PC00,PC00-PANAMA CANAL COMMISSION,Commerce and Information,Commerce and Information
3,Medium Independent Agencies (100-999 employees),PU,PU-PEACE CORPS,PU00,PU00-PEACE CORPS,Foreign Affairs,Foreign Affairs
3,Medium Independent Agencies (100-999 employees),QQ,QQ-OFFICE OF NATIONAL DRUG CONTROL POLICY,QQ00,QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,Crime and Law,Crime and Law
3,Medium Independent Agencies (100-999 employees),RF,RF-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,RF00,RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,Health and Social Welfare,Health and Social Welfare
3,Medium Independent Agencies (100-999 employees),RH,RH-ARMED FORCES RETIREMENT HOME,RH01,RH01-NAVAL HOME,Health and Social Welfare,Health and Social Welfare
3,Medium Independent Agencies (100-999 employees),RH,RH-ARMED FORCES RETIREMENT HOME,RH02,RH02-U.S. SOLDIERS' AND AIRMEN'S HOME,Health and Social Welfare,Health and Social Welfare
